codigo,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25
302602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302604,0,0,0,0,-6987804,-8287804,-4612125,-4612125,-4612125,-4612125,-4612125,-4149525,-4149525,-8600907.95,-10545574.62,-15794576.51,-14356140.62,-18649505.98,-18396506.01,-17826384.74,-18087740.74,-26196408.53,-25522925.17,-25318750.17,-24398899.19,-23814732.5,-23612332.5,-23260722.11,-24063387.62,-23381571.52,-23033048.13,-22987136.51,-21309873.88,-22529364.09,-31770258.29,-31467831.89,-31033665.2,-30862403.39,-26822109.54,-23155113.2,-20590959.48,-20397439.98,-19953293.71,-19780120.77,-17462946.29,-14430624.6,-14385049.72,-15263151.16,-14837344.05,-14837344.05,-21497366.55,-22274174.36,-16813209.36,-16653458.79,-16077324.81,-17441996.58,-17281509.24,-16804606.55,-11558133.9,-13693752.83,-13110635.93,-13110635.93,-13030919.86,-13030919.86,-13030919.86,-13030919.86,-13030919.86,-12564779.94,-8323573.82,-7846915.15,-7375226.62,-10038076.79,-9952337.04,-9485328.66,-7010712.71,-14513323.13,-15058419.06,-14626631.46,-14634352.02,-15225952.95,-20346423.27,-25980127.86,-25650785.34,-23018828.7,-23728086.47,-23343352.66,-24928221.88,-23820692.39,-25230623.2,-24838643.28,-25111020.03,-25708517.57,-27994247.68,-27685427.24,-27122761.97,-26735526.04,-27256119.81,-27012669.15,-26164270.77,-34178990.5,-33728774.46,-33466945.27,-35119738.67,-34742980.6,-31843555.79,-30928523.1,-30469059.55,-30210153.75,-33137367.75,-32912167.84,-31437710.06,-26191270.79,-25689459.99,-25601934.91,-30706174.71,-30572400.02,-27937502.13,-27629603.05,-27441932.32,-27333362.61,-29002518.61,-28934672.5,-27515942.79,-22029930.74,-22470875.09,-22415104,-21079457.81,-21078411.7,-20285685.26
302699,-7000,-61331.79,-225276.36,-354838.05,-463718.86,-561384.27,-686834.33,-508941.58,-566572.59,-537615.96,-656152.49,-95002.69,-190809.36,0,0,0,0,0,0,-272018.59,-166573.19,-199973.9,-197627.05,0,-39982.31,-195479.3,-32303.09,0,0,-21000,-40000,-223649.7,-248649.7,0,-25000,-25000,-11089.93,-224819.98,0,0,0,0,0,-43000,-75908.7,-50000,577669.96,-100100,-130100,-306100,-406100,-331100,-30000,-245000,-335000,-299852.31,-399852.31,-137852.31,-115200,-35000,-58000,0,0,0,-90000,-165000,-398000,-548000,-548000,-200000,-174410.97,-181337.98,-412075.38,-312075.38,-360000,-553000,-328000,-450000,-703086.4,-567632.42,-876575.54,-703293.83,-603293.83,-513293.83,-878293.83,-868293.83,-1085000,-405138.98,-405138.98,-430138.98,-700138.98,-753138.98,-928677.9,-405000,-290000,-440293.6,-601000,-756000,-765216.67,-442000,-454000,-506000,-690000,-965000,-1050000,-225000,-300000,-375000,-416000,-687620,-715000,-139373,-160000,-276000,-344956.05,-625923.02,-1058743.28,-315003.03,-340003.03,-645408.23,-337544.53,-487544.53,-393539.53,-200000,-300000,-600000,-120516.01,-370516.01,-766016.01
305101,-1209064.63,-3225750.25,-8478240.63,-6615413.17,-6884480.31,-6925626.66,-7895179.78,-9411228.35,-13319838.46,-14570265.52,-14533350.18,-9082680.38,-10282623.3,446740.11,-3891981.4,-3110878,-677739.76,-1159144.96,-1215739.75,-1378660.23,-1654432.32,-1527352.83,-1461899.14,-1169837.02,-31216.89,242579.56,-471174.44,-338003.85,-347296.96,-583882.34,-309136.97,-386279.16,-544373.88,-439219.88,-718247.94,-898686.56,-257382.89,-245535.21,-1115342.68,-1306766.85,-918289.18,-890519.18,-959633.9,-1027084.89,-974335.27,-232203.39,-113212.71,-236087.68,-269402.26,-213753.02,-287031.94,-298824.34,-306211.78,-215857.24,-221410.47,-218463.24,-625851.56,-358103.55,-583078.7,-275333.71,-282499.43,-562302.24,-625890.61,-351445.19,-730898.4,-632281,-1382725.16,-420964.51,-925281.09,-842327.49,-606884.45,-730381.66,-983319.31,-741262.34,-939923.11,-1087098.69,-1032316.21,-876708.43,-780770.55,-1041868.92,-1027402.64,-923284.98,-1079916.4,-673704.37,-539952.44,-1114477.03,-628538.81,-2479607.34,-1840296.84,-1564525.31,-1528346.99,-1360673.96,-2300483.96,-1397303.73,-1040936.78,-919702.16,-2035257.87,-1209930.62,-477035.67,-611744.13,-728054.63,-644199.63,-503546.77,-592903.24,-634696.55,-865415.76,-1275233.19,-653896.03,-479334.49,-692700.69,-795919.11,-1012993.51,-1212335.45,-650047.44,-793702.56,-737616.66,-1505378.42,-750140.39,-386394.69,-462260.71,-514874.5,-483861.91,-368690,-552414.27,-769103.29,-438341.51,-411464.56,-446555.96,-511113.03
305104,-10460,-18982.45,-108126.87,-129571.11,-131352.15,-117733.49,-110097.7,-105473.36,-100887.56,-102825.9,-93382.44,-97929.75,-99084.03,-13870.28,-86383.44,-88118.94,-79118.69,-115364.03,-63110.04,-80788.1,-90502.18,-10530.11,15088.65,10115.89,1445.69,-7809.86,-35369.19,-48715.19,-56846.78,-66713.3,12591.11,-23658.23,-49737.49,-61340.28,-7600.07,-34477.22,-49850.48,-57523.71,-63323.07,-120172.56,-120753.11,-136348.11,-156095.37,-171518.55,-79381.27,-86233.76,-89459.12,-79268.22,-106066.81,-282514.15,-307537.11,-350207.58,-431052.88,-243722.37,-379376.03,-457943.18,-548305.03,-476765.8,-430501.49,-193661.13,-234691.49,-229607.12,-230552.11,-115929.14,-118272.68,-120946.98,-142261.21,-169747.05,-220865.29,-238762.51,-115983.83,-119680.62,-127575.42,-139425.27,-137596.15,-151910.71,-163021.86,-165885.34,-180862.85,-187767.56,-207003.9,-189329.17,-205496.31,-215809.11,-219256.04,-230571.95,-217836.13,-231705.99,-221515.62,-221772.93,-232323.01,-251375.49,-38920.57,-14579.95,-18727.99,-15961.69,-27734.59,-23548.01,-17741.59,-55633.32,-40240.98,-11981.1,-17973.09,-22216.08,-18853.13,-26107.49,-8439.2,-15961.15,61537.52,-21773.45,-24585.71,-19351.96,-16176.67,-18097.81,-24972.88,-20284.22,-34156.97,-101862.72,-128371.63,-122386.58,-131862.18,-141624.23,-151669.55,-158059.81,-175177.5,-150271.23,-155548.07,-162013.45,-126665.87
305105,-118630.63,-194043.13,68281.2,-5633.63,-10963.06,-11350.63,-11470.63,-15431.94,-15751.94,-7599130.46,-7757289.78,-8414801.52,-7518176.02,-4493113.36,-7751410.64,-7755806.78,-7274810.1,-7711621.81,-7764104.28,-7759354.28,-7727340.28,123911.5,-11238.44,-12981.98,22545.81,-18781.99,2734332.69,587461.56,1037149.06,2704753.56,876424.62,477149.06,37085.81,-26851364.18,-22932602.35,-22678350.49,-23504898.25,-23441943.45,-23246734.72,-481786.38,-2443807.75,-22535,0,-3447512.35,0,-25046177.73,-28272119.76,-25272487.57,-25428143.84,-25000,-45208,-74330.45,190628.55,-137000,-77450,-87680,71382.59,-25722679.46,-26618941.05,-26902781.11,-26859369.51,0,116226.6,0,0,-20650,-30100,-50000,-20000,377207.61,14371.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-948.99,-5141.68,-15276.64,-21886.14,-1904.99,-3817.69,-21641.72,-4545.97,-9507.42,-7031.08,-3887.69,-4527.84,-9106.92,-5828.99,-10042.54,-1319.94,-6093.94,-5303.6,-2105.73,-3508.42,-2481.16,-2943.42,-3574.84,-4058.44,-1954.24,-22759.41,-2371.94,-2482.64,-3406.04,-1516.51,-1865.61,-17359.24,-1873.51,-522.51,-821.21,-4942.85,-2762.84,-6242.14
306101,-13547.36,-39505.67,-60951.23,-309609.37,-687573.29,-780072.05,-875578.62,-1068660.74,-1019797.05,-1331494.94,-1451832.54,-1581132.91,-1779254.19,-1812008.29,-1850575.58,-1972342.72,-1344287.18,-1428910.02,-1534991.56,-1550289.54,-1581474.29,-1006008.12,-1101839.99,-1187722.31,-1254751.44,-1336141.41,-1285132.25,-1362404.42,-1132271.34,-1170385.12,-1145727.96,-1224858.64,-1311360.01,-1031911.04,-1079350.5,-1146491.64,-1238766.98,-1250632.35,-1259487.63,-1259579.5,-1023708,-1062286.41,-1074227.92,-1036724.15,-1115491.07,-846751.32,-838608.95,-951483.18,-997753.66,-1046474.35,-1098955.63,-1139407.18,-946671.82,-967160.15,-1009216.38,-1044028.77,-1089187.43,-851169.56,-1091789.83,-1244667.62,-1223368.04,-1176323.85,-1242431.98,-1337891.6,-1107391.98,-1183612.26,-1274539.09,-1410588.11,-1460499.01,-1294756.91,-1481436.85,-1612079.52,-1897000.64,-2046784.01,-2228541.46,-2345144.29,-2110204.94,-2303036.03,-2491401.68,-2488567.75,-2650880.27,-2183683.86,-2347257.79,-2567376.1,-2646362.59,-2845081.23,-3195862.79,-3574767.55,-3445045.34,-3817687.07,-4091957.26,-4368375.76,-4073387.99,-3099890.64,-3221857.04,-3498384.58,-3682173.7,-3802547.78,-3958220.99,-4395336.81,-4226233.76,-4686449.65,-4878586.73,-4727708.87,-4636120.72,-3533682.92,-3653857.84,-3926500.71,-4193004.87,-4700323.32,-5006333.98,-5159340.2,-4972100.61,-5211294.41,-5256817.54,-5363331.09,-5250502.08,-4171230.52,-4536700.18,-5132498.15,-5576920.3,-5527152.13,-5843398.93,-6286429.8,-5979445.83,-5916020.18,-6278911.78,-6199796.21,-5618319.47
307101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-221477.83,-597545.25,-210771.78,-811947.4,-467573.76,-1603626.14,-582260.83,-583656.7,-487232.61,-216878.58,-656973.37,-118566.03
3999,0,0,0,0,0,0,0,0,0,-0.02,-0.05,-0.05,-0.06,-0.07,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501101,-2523419.52,-3013921.06,-3401531.64,-3559179.23,-4046154.9,-4619370.92,-4795095.73,-4875326.29,-4959491.34,-5624572.32,-5119513.07,-5675270.91,-5193891.94,-5283190.33,-5461238.7,-6259188.15,-5994858.9,-5857550.61,-6145178.52,-6108391.21,-6820866.15,-7344049.01,-7706343.25,-7937082.46,-8544064.63,-8655371.73,-8986807.75,-9666545.45,-10117980.42,-10355542.49,-10445624.31,-10496402.19,-10811081.49,-11241449.8,-11105876.65,-10788025.83,-11149612.33,-11073769.2,-11318504.63,-12082939.73,-12974114.32,-12854025.89,-13978621.67,-14159762.75,-13522166.69,-13629775.59,-13993827.46,-14467049.22,-14620420.43,-15151549.5,-16786390.81,-18096026.01,-17975021.22,-17960702.99,-18610831.23,-19684478.82,-18344286.5,-19624752.71,-18781914.24,-19643382.86,-19018755.07,-19163070.44,-18983876.7,-20462449.49,-21904148.87,-20355830.99,-21539617.03,-21495188.86,-21700258.55,-22875382.66,-23286410.53,-22505418.64,-23845415.48,-24695872.2,-26383028.51,-27622147.84,-26900968.84,-26696570.36,-27172034.46,-27644069.19,-29004238.95,-29398035,-29245502.5,-28302525.16,-28968452.82,-28975453.14,-30566704.31,-32670055.25,-33653173.9,-31706786.85,-33014092.25,-31990930.96,-33260372.7,-34727723.03,-35233044.1,-34796043.76,-34051709.52,-33474753.59,-38784955.12,-42924304.02,-39728292.01,-38234898.04,-37830026.24,-36949381.98,-37768653.01,-39545533.05,-40272157.76,-40063681.19,-38604435.78,-40180843.3,-42206657.5,-43755985.46,-43307493.69,-43656916.49,-44359548.32,-45481373.58,-45503641.7,-47908167.19,-46125334.57,-45988881.38,-46880338.7,-48602294.71,-49549520.32,-51373736.07,-50959839.1,-50311816.31,-50567206.75,-50480694.19,-53297019.03
501102,-113500,-113500,-15700,-15700,-8300,-8300,-3907300,-3907300,-3904300,-5952311.68,-5952311.68,-5952311.68,-5952311.68,-8524326.48,-8523326.48,-8523326.48,-8886020.98,-7114006.18,-7114006.18,-9114006.18,-9014006.18,-12953204.36,-12828204.36,-12727204.36,-12727204.36,-12602204.36,-12502204.36,-13302204.36,-12783699.86,-12683399.86,-12558399.86,-12433399.86,-12333399.86,-12208399.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86
503101,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-380821.46,-380821.46,-380821.46,-380821.46,-380821.46,-380821.46,-380821.46,-380821.46,-380821.46,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-7796415.14,-7796415.14,-7796415.14,-7796415.14,-7796415.14,-7796415.14,-7796415.14,-7796415.14,-7796415.14
503104,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-111393.46,-111393.46,-111393.46,-111393.46,-111393.46,-111393.46,-111393.46,-111393.46,-111393.46,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-941368.43,-941368.43,-941368.43,-941368.43,-941368.43,-941368.43,-941368.43,-941368.43,-941368.43,-941368.43,-941368.43,-941368.43,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-3289505.04,-3289505.04,-3289505.04,-3289505.04,-3289505.04,-3289505.04,-3289505.04,-3289505.04,-3289505.04
504103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513101,0,0,0,0,0,0,0,0,0,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-486621.64,-486621.64,-486621.64,-486621.64,-486621.64,-486621.64,0,0,0,0,0,0,-209754.16,-209754.16,-209754.16,0,0,0,0,0,0,0,0,0,-1089189.76,-1089189.76,-1089189.76,-1089189.76,0,0,0,0,0,0,0,0,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-1467639.3,-1467639.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601101,-44973.09,-186239.92,-451243.36,-843515.09,-1384369.8,-2071963.14,-2852051.27,-3787721.58,-4808656.69,-5973820.15,-1225986.52,-2465594.1,-3813402.54,-5139908.77,-6487219.25,-7898007.34,-9684974.85,-11173169.03,-12726549.4,-14305234.61,-15909248.94,-17597792.9,-1689159.78,-3276709.93,-5000107.9,-6724665.23,-8490506.95,-10269806.59,-12055966.55,-13895697.33,-15726891.87,-17613913.5,-19516657.2,-21559819.75,-1978123.9,-3827567.94,-5611954.67,-7723916.89,-9654459.74,-11483417.78,-13326414.43,-15205708.32,-16909658.41,-18745413.96,-20556777.56,-22631563.66,-1569592.98,-3802791.24,-5749312.38,-7799444.65,-9862193.2,-12163764,-14406579.34,-16684775.32,-18910184.08,-21206902.34,-23565162.76,-25982071.55,-2413826.11,-4686991.28,-6692143.67,-8680657.86,-10652826.39,-12849551.01,-14909062.94,-16997775.83,-19135584.94,-21494927.52,-24030390.12,-26316102.42,-2597493.65,-5045840.13,-7828313.47,-10544097.78,-13249011.3,-16012364.27,-18641696.8,-21549788.91,-24357602.35,-27298863.53,-30303245.74,-33519440.09,-3075320.27,-6119903.8,-9279274.67,-12436729.15,-15769317.28,-19362715.15,-22766354.1,-26411857.48,-30027199.82,-33658347.91,-37431208.81,-41307226.91,-3950419.54,-7770105.61,-11640629.95,-15540869.8,-19676054.5,-23909770.18,-27910675.48,-32100563.86,-36351826.5,-40496213.83,-44855476.28,-49288890.24,-4526358.25,-9005500.37,-13142417.35,-17908508.82,-22430822.12,-27031397.39,-31687264.87,-36470105.8,-41239667.15,-46087975.51,-50985384.12,-55962553.03,-5086757.9,-10345659.5,-15297420.59,-20597722.7,-25920899.37,-31410228.48,-36677877.34,-42194712.58,-47581220.66,-53140780.64,-58522920.1
601102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-120,-120,-120,-941.85,-2457.14,-7090.6,-10534.16,-14369.5,-21208.87,-5068.25,-13711.52,-19949.16,-27746.33,-39888.8,-51832.31,-72194.95,-87252.5,-102120.8,-117158.25,-135535.19,-154371.46,-26388.81,-57982.73,-115569.56,-153582.46,-196848.84,-232317.2,-262889.12,-293283.23,-323550.87,-355939.9,-390019.19
601104,-104929.23,-225783.25,-388445.7,-546001.56,-739024.13,-911984.43,-1060125.82,-1222621.12,-1400710.3,-1506193.29,-125886.38,-265082.56,-391891.46,-510207.07,-654902.77,-799326.82,-938857.67,-1134364.22,-1299737.19,-1489043.65,-1664175.27,-1777959.65,-152280.34,-296570.61,-462561.81,-613839.28,-774941.63,-963315.14,-1147420.76,-1352961.82,-1441848.75,-1659832.57,-1878307.23,-1974471.83,-134639.89,-289106.9,-426708.35,-495779.85,-555299.5,-709515.47,-837448.77,-984720.44,-1132819.31,-1300310.08,-1504208.6,-1638601.94,-107991.55,-359120.46,-521008.64,-695291.08,-904442.45,-1097511.55,-1248702.73,-1519046.89,-1725530.53,-1949653.95,-2149761.9,-2313602.4,-207356.9,-436290.41,-536610.65,-549698.84,-577764.4,-655694.9,-793329.93,-998099.9,-1241379.04,-1450153.68,-1628560.67,-1672215.31,-171301.75,-373812.67,-605717.13,-802602.08,-995333.79,-1185175.95,-1380152.89,-1639664.86,-1862484.67,-2094467.54,-2383498.97,-2582376.75,-218840.58,-446524.06,-671581.29,-922683.1,-1202545.11,-1516285.25,-1769165.75,-2026080.54,-2267985.41,-2603605.07,-2944035.76,-3155062.4,-293955.34,-588095.55,-932219.62,-1160050.16,-1385235.36,-1724152.56,-1964545.99,-2266140.47,-2503063.34,-2693003.88,-2967450.03,-3192592.64,-273070.82,-425134.82,-692155.92,-916967.43,-1182628.41,-1471539.33,-1734452.89,-2004207.32,-2233978.81,-2584778.71,-2966656.46,-3262725.15,-352074.18,-693947.3,-979753.78,-1226853.62,-1498375.88,-1754777.02,-2050595.42,-2354396.04,-2558846.2,-2821357.87,-3044134.96
